completed,chosen_card,timestamp,alternatives,answer_card,page,button,correct,index,prompt,radio_button_chosen
1,"None",1544299990,"[ ""../static/56/rc_vocab_56_11.png"", ""../static/61/rc_vocab_61_25.png"", ""../static/10/rc_vocab_10_17.png"", ""../static/44/rc_vocab_44_3.png"" ]","../static/56/rc_vocab_56_11.png","Quiz","Next",1,1,"../static/56/rc_vocab_56_10.png","None"
1,"../static/56/rc_vocab_56_11.png",1544299993,"[ ""../static/56/rc_vocab_56_11.png"", ""../static/61/rc_vocab_61_25.png"", ""../static/10/rc_vocab_10_17.png"", ""../static/44/rc_vocab_44_3.png"" ]","../static/56/rc_vocab_56_11.png","Quiz","Submit",2,1,"../static/56/rc_vocab_56_10.png",0
2,"None",1544299994,"[ ""../static/8/rc_vocab_8_39.png"", ""../static/14/rc_vocab_14_27.png"", ""../static/46/rc_vocab_46_41.png"", ""../static/56/rc_vocab_56_15.png"" ]","../static/56/rc_vocab_56_15.png","Quiz","Next",2,2,"../static/56/rc_vocab_56_14.png","None"
2,"../static/56/rc_vocab_56_15.png",1544299997,"[ ""../static/8/rc_vocab_8_39.png"", ""../static/14/rc_vocab_14_27.png"", ""../static/46/rc_vocab_46_41.png"", ""../static/56/rc_vocab_56_15.png"" ]","../static/56/rc_vocab_56_15.png","Quiz","Submit",3,2,"../static/56/rc_vocab_56_14.png",3
3,"None",1544299998,"[ ""../static/56/rc_vocab_56_7.png"", ""../static/24/rc_vocab_24_15.png"", ""../static/10/rc_vocab_10_5.png"", ""../static/47/rc_vocab_47_33.png"" ]","../static/56/rc_vocab_56_7.png","Quiz","Next",3,3,"../static/56/rc_vocab_56_6.png","None"
3,"../static/56/rc_vocab_56_7.png",1544300000,"[ ""../static/56/rc_vocab_56_7.png"", ""../static/24/rc_vocab_24_15.png"", ""../static/10/rc_vocab_10_5.png"", ""../static/47/rc_vocab_47_33.png"" ]","../static/56/rc_vocab_56_7.png","Quiz","Submit",4,3,"../static/56/rc_vocab_56_6.png",0
4,"None",1544300001,"[ ""../static/52/rc_vocab_52_19.png"", ""../static/29/rc_vocab_29_23.png"", ""../static/56/rc_vocab_56_21.png"", ""../static/30/rc_vocab_30_27.png"" ]","../static/56/rc_vocab_56_21.png","Quiz","Next",4,4,"../static/56/rc_vocab_56_20.png","None"
4,"../static/56/rc_vocab_56_21.png",1544300006,"[ ""../static/52/rc_vocab_52_19.png"", ""../static/29/rc_vocab_29_23.png"", ""../static/56/rc_vocab_56_21.png"", ""../static/30/rc_vocab_30_27.png"" ]","../static/56/rc_vocab_56_21.png","Quiz","Submit",5,4,"../static/56/rc_vocab_56_20.png",2
5,"None",1544300007,"[ ""../static/47/rc_vocab_47_33.png"", ""../static/56/rc_vocab_56_29.png"", ""../static/44/rc_vocab_44_23.png"", ""../static/5/rc_vocab_5_3.png"" ]","../static/56/rc_vocab_56_29.png","Quiz","Next",5,5,"../static/56/rc_vocab_56_28.png","None"
5,"../static/56/rc_vocab_56_29.png",1544300010,"[ ""../static/47/rc_vocab_47_33.png"", ""../static/56/rc_vocab_56_29.png"", ""../static/44/rc_vocab_44_23.png"", ""../static/5/rc_vocab_5_3.png"" ]","../static/56/rc_vocab_56_29.png","Quiz","Submit",6,5,"../static/56/rc_vocab_56_28.png",1
6,"None",1544300011,"[ ""../static/56/rc_vocab_56_35.png"", ""../static/70/rc_vocab_70_23.png"", ""../static/49/rc_vocab_49_51.png"", ""../static/71/rc_vocab_71_45.png"" ]","../static/56/rc_vocab_56_35.png","Quiz","Next",6,6,"../static/56/rc_vocab_56_34.png","None"
6,"../static/56/rc_vocab_56_35.png",1544300014,"[ ""../static/56/rc_vocab_56_35.png"", ""../static/70/rc_vocab_70_23.png"", ""../static/49/rc_vocab_49_51.png"", ""../static/71/rc_vocab_71_45.png"" ]","../static/56/rc_vocab_56_35.png","Quiz","Submit",7,6,"../static/56/rc_vocab_56_34.png",0
7,"None",1544300014,"[ ""../static/73/rc_vocab_73_41.png"", ""../static/8/rc_vocab_8_23.png"", ""../static/49/rc_vocab_49_43.png"", ""../static/56/rc_vocab_56_19.png"" ]","../static/56/rc_vocab_56_19.png","Quiz","Next",7,7,"../static/56/rc_vocab_56_18.png","None"
7,"../static/56/rc_vocab_56_19.png",1544300018,"[ ""../static/73/rc_vocab_73_41.png"", ""../static/8/rc_vocab_8_23.png"", ""../static/49/rc_vocab_49_43.png"", ""../static/56/rc_vocab_56_19.png"" ]","../static/56/rc_vocab_56_19.png","Quiz","Submit",8,7,"../static/56/rc_vocab_56_18.png",3
8,"None",1544300019,"[ ""../static/36/rc_vocab_36_15.png"", ""../static/68/rc_vocab_68_17.png"", ""../static/58/rc_vocab_58_47.png"", ""../static/56/rc_vocab_56_13.png"" ]","../static/56/rc_vocab_56_13.png","Quiz","Next",8,8,"../static/56/rc_vocab_56_12.png","None"
8,"../static/56/rc_vocab_56_13.png",1544300023,"[ ""../static/36/rc_vocab_36_15.png"", ""../static/68/rc_vocab_68_17.png"", ""../static/58/rc_vocab_58_47.png"", ""../static/56/rc_vocab_56_13.png"" ]","../static/56/rc_vocab_56_13.png","Quiz","Submit",9,8,"../static/56/rc_vocab_56_12.png",3
9,"None",1544300023,"[ ""../static/43/rc_vocab_43_17.png"", ""../static/56/rc_vocab_56_17.png"", ""../static/34/rc_vocab_34_35.png"", ""../static/62/rc_vocab_62_55.png"" ]","../static/56/rc_vocab_56_17.png","Quiz","Next",9,9,"../static/56/rc_vocab_56_16.png","None"
9,"../static/56/rc_vocab_56_17.png",1544300027,"[ ""../static/43/rc_vocab_43_17.png"", ""../static/56/rc_vocab_56_17.png"", ""../static/34/rc_vocab_34_35.png"", ""../static/62/rc_vocab_62_55.png"" ]","../static/56/rc_vocab_56_17.png","Quiz","Submit",10,9,"../static/56/rc_vocab_56_16.png",1
10,"None",1544300028,"[ ""../static/46/rc_vocab_46_43.png"", ""../static/46/rc_vocab_46_19.png"", ""../static/10/rc_vocab_10_13.png"", ""../static/56/rc_vocab_56_27.png"" ]","../static/56/rc_vocab_56_27.png","Quiz","Next",10,10,"../static/56/rc_vocab_56_26.png","None"
10,"../static/56/rc_vocab_56_27.png",1544300032,"[ ""../static/46/rc_vocab_46_43.png"", ""../static/46/rc_vocab_46_19.png"", ""../static/10/rc_vocab_10_13.png"", ""../static/56/rc_vocab_56_27.png"" ]","../static/56/rc_vocab_56_27.png","Quiz","Submit",11,10,"../static/56/rc_vocab_56_26.png",3
11,"None",1544300033,"[ ""../static/60/rc_vocab_60_23.png"", ""../static/55/rc_vocab_55_33.png"", ""../static/56/rc_vocab_56_23.png"", ""../static/42/rc_vocab_42_15.png"" ]","../static/56/rc_vocab_56_23.png","Quiz","Next",11,11,"../static/56/rc_vocab_56_22.png","None"
11,"../static/56/rc_vocab_56_23.png",1544300039,"[ ""../static/60/rc_vocab_60_23.png"", ""../static/55/rc_vocab_55_33.png"", ""../static/56/rc_vocab_56_23.png"", ""../static/42/rc_vocab_42_15.png"" ]","../static/56/rc_vocab_56_23.png","Quiz","Submit",12,11,"../static/56/rc_vocab_56_22.png",2
12,"None",1544300040,"[ ""../static/59/rc_vocab_59_25.png"", ""../static/34/rc_vocab_34_23.png"", ""../static/56/rc_vocab_56_25.png"", ""../static/73/rc_vocab_73_113.png"" ]","../static/56/rc_vocab_56_25.png","Quiz","Next",12,12,"../static/56/rc_vocab_56_24.png","None"
12,"../static/56/rc_vocab_56_25.png",1544300043,"[ ""../static/59/rc_vocab_59_25.png"", ""../static/34/rc_vocab_34_23.png"", ""../static/56/rc_vocab_56_25.png"", ""../static/73/rc_vocab_73_113.png"" ]","../static/56/rc_vocab_56_25.png","Quiz","Submit",13,12,"../static/56/rc_vocab_56_24.png",2
13,"None",1544300043,"[ ""../static/56/rc_vocab_56_1.png"", ""../static/40/rc_vocab_40_59.png"", ""../static/26/rc_vocab_26_1.png"", ""../static/6/rc_vocab_6_13.png"" ]","../static/56/rc_vocab_56_1.png","Quiz","Next",13,13,"../static/56/rc_vocab_56_0.png","None"
13,"../static/56/rc_vocab_56_1.png",1544300048,"[ ""../static/56/rc_vocab_56_1.png"", ""../static/40/rc_vocab_40_59.png"", ""../static/26/rc_vocab_26_1.png"", ""../static/6/rc_vocab_6_13.png"" ]","../static/56/rc_vocab_56_1.png","Quiz","Submit",14,13,"../static/56/rc_vocab_56_0.png",0
14,"None",1544300048,"[ ""../static/56/rc_vocab_56_39.png"", ""../static/36/rc_vocab_36_63.png"", ""../static/53/rc_vocab_53_11.png"", ""../static/63/rc_vocab_63_25.png"" ]","../static/56/rc_vocab_56_39.png","Quiz","Next",14,14,"../static/56/rc_vocab_56_38.png","None"
14,"../static/56/rc_vocab_56_39.png",1544300051,"[ ""../static/56/rc_vocab_56_39.png"", ""../static/36/rc_vocab_36_63.png"", ""../static/53/rc_vocab_53_11.png"", ""../static/63/rc_vocab_63_25.png"" ]","../static/56/rc_vocab_56_39.png","Quiz","Submit",15,14,"../static/56/rc_vocab_56_38.png",0
15,"None",1544300052,"[ ""../static/22/rc_vocab_22_23.png"", ""../static/34/rc_vocab_34_31.png"", ""../static/56/rc_vocab_56_5.png"", ""../static/46/rc_vocab_46_27.png"" ]","../static/56/rc_vocab_56_5.png","Quiz","Next",15,15,"../static/56/rc_vocab_56_4.png","None"
15,"../static/56/rc_vocab_56_5.png",1544300057,"[ ""../static/22/rc_vocab_22_23.png"", ""../static/34/rc_vocab_34_31.png"", ""../static/56/rc_vocab_56_5.png"", ""../static/46/rc_vocab_46_27.png"" ]","../static/56/rc_vocab_56_5.png","Quiz","Submit",16,15,"../static/56/rc_vocab_56_4.png",2
16,"None",1544300057,"[ ""../static/26/rc_vocab_26_5.png"", ""../static/41/rc_vocab_41_43.png"", ""../static/38/rc_vocab_38_25.png"", ""../static/56/rc_vocab_56_37.png"" ]","../static/56/rc_vocab_56_37.png","Quiz","Next",16,16,"../static/56/rc_vocab_56_36.png","None"
16,"../static/56/rc_vocab_56_37.png",1544300061,"[ ""../static/26/rc_vocab_26_5.png"", ""../static/41/rc_vocab_41_43.png"", ""../static/38/rc_vocab_38_25.png"", ""../static/56/rc_vocab_56_37.png"" ]","../static/56/rc_vocab_56_37.png","Quiz","Submit",17,16,"../static/56/rc_vocab_56_36.png",3
17,"None",1544300062,"[ ""../static/65/rc_vocab_65_107.png"", ""../static/20/rc_vocab_20_31.png"", ""../static/34/rc_vocab_34_13.png"", ""../static/56/rc_vocab_56_9.png"" ]","../static/56/rc_vocab_56_9.png","Quiz","Next",17,17,"../static/56/rc_vocab_56_8.png","None"
17,"../static/56/rc_vocab_56_9.png",1544300066,"[ ""../static/65/rc_vocab_65_107.png"", ""../static/20/rc_vocab_20_31.png"", ""../static/34/rc_vocab_34_13.png"", ""../static/56/rc_vocab_56_9.png"" ]","../static/56/rc_vocab_56_9.png","Quiz","Submit",18,17,"../static/56/rc_vocab_56_8.png",3
18,"None",1544300066,"[ ""../static/15/rc_vocab_15_5.png"", ""../static/64/rc_vocab_64_45.png"", ""../static/56/rc_vocab_56_31.png"", ""../static/45/rc_vocab_45_5.png"" ]","../static/56/rc_vocab_56_31.png","Quiz","Next",18,18,"../static/56/rc_vocab_56_30.png","None"
18,"../static/56/rc_vocab_56_31.png",1544300071,"[ ""../static/15/rc_vocab_15_5.png"", ""../static/64/rc_vocab_64_45.png"", ""../static/56/rc_vocab_56_31.png"", ""../static/45/rc_vocab_45_5.png"" ]","../static/56/rc_vocab_56_31.png","Quiz","Submit",19,18,"../static/56/rc_vocab_56_30.png",2
19,"None",1544300072,"[ ""../static/56/rc_vocab_56_3.png"", ""../static/15/rc_vocab_15_31.png"", ""../static/23/rc_vocab_23_11.png"", ""../static/59/rc_vocab_59_17.png"" ]","../static/56/rc_vocab_56_3.png","Quiz","Next",19,19,"../static/56/rc_vocab_56_2.png","None"
20,"None",1544300078,"[ ""../static/56/rc_vocab_56_3.png"", ""../static/15/rc_vocab_15_31.png"", ""../static/23/rc_vocab_23_11.png"", ""../static/59/rc_vocab_59_17.png"" ]","../static/56/rc_vocab_56_3.png","Quiz","Quit",20,19,"../static/56/rc_vocab_56_2.png","None"
0,"../static/31/rc_vocab_31_13.png",1544479374,"[ ""../static/21/rc_vocab_21_3.png"", ""../static/60/rc_vocab_60_95.png"", ""../static/33/rc_vocab_33_23.png"", ""../static/31/rc_vocab_31_13.png"" ]","../static/31/rc_vocab_31_13.png","Quiz","Submit",1,0,"../static/31/rc_vocab_31_12.png",3
1,"None",1544479376,"[ ""../static/35/rc_vocab_35_31.png"", ""../static/6/rc_vocab_6_31.png"", ""../static/31/rc_vocab_31_5.png"", ""../static/34/rc_vocab_34_15.png"" ]","../static/31/rc_vocab_31_5.png","Quiz","Next",1,1,"../static/31/rc_vocab_31_4.png","None"
1,"../static/31/rc_vocab_31_5.png",1544479384,"[ ""../static/35/rc_vocab_35_31.png"", ""../static/6/rc_vocab_6_31.png"", ""../static/31/rc_vocab_31_5.png"", ""../static/34/rc_vocab_34_15.png"" ]","../static/31/rc_vocab_31_5.png","Quiz","Submit",2,1,"../static/31/rc_vocab_31_4.png",2
2,"None",1544479385,"[ ""../static/6/rc_vocab_6_21.png"", ""../static/31/rc_vocab_31_15.png"", ""../static/70/rc_vocab_70_75.png"", ""../static/27/rc_vocab_27_13.png"" ]","../static/31/rc_vocab_31_15.png","Quiz","Next",2,2,"../static/31/rc_vocab_31_14.png","None"
2,"../static/31/rc_vocab_31_15.png",1544479399,"[ ""../static/6/rc_vocab_6_21.png"", ""../static/31/rc_vocab_31_15.png"", ""../static/70/rc_vocab_70_75.png"", ""../static/27/rc_vocab_27_13.png"" ]","../static/31/rc_vocab_31_15.png","Quiz","Submit",3,2,"../static/31/rc_vocab_31_14.png",1
3,"None",1544479401,"[ ""../static/56/rc_vocab_56_9.png"", ""../static/31/rc_vocab_31_9.png"", ""../static/19/rc_vocab_19_23.png"", ""../static/31/rc_vocab_31_7.png"" ]","../static/31/rc_vocab_31_9.png","Quiz","Next",3,3,"../static/31/rc_vocab_31_8.png","None"
3,"../static/31/rc_vocab_31_9.png",1544479406,"[ ""../static/56/rc_vocab_56_9.png"", ""../static/31/rc_vocab_31_9.png"", ""../static/19/rc_vocab_19_23.png"", ""../static/31/rc_vocab_31_7.png"" ]","../static/31/rc_vocab_31_9.png","Quiz","Submit",4,3,"../static/31/rc_vocab_31_8.png",1
4,"None",1544479409,"[ ""../static/30/rc_vocab_30_25.png"", ""../static/31/rc_vocab_31_7.png"", ""../static/14/rc_vocab_14_25.png"", ""../static/64/rc_vocab_64_45.png"" ]","../static/31/rc_vocab_31_7.png","Quiz","Next",4,4,"../static/31/rc_vocab_31_6.png","None"
4,"../static/31/rc_vocab_31_7.png",1544479417,"[ ""../static/30/rc_vocab_30_25.png"", ""../static/31/rc_vocab_31_7.png"", ""../static/14/rc_vocab_14_25.png"", ""../static/64/rc_vocab_64_45.png"" ]","../static/31/rc_vocab_31_7.png","Quiz","Submit",5,4,"../static/31/rc_vocab_31_6.png",1
5,"None",1544479419,"[ ""../static/38/rc_vocab_38_27.png"", ""../static/62/rc_vocab_62_15.png"", ""../static/72/rc_vocab_72_47.png"", ""../static/31/rc_vocab_31_11.png"" ]","../static/31/rc_vocab_31_11.png","Quiz","Next",5,5,"../static/31/rc_vocab_31_10.png","None"
5,"../static/31/rc_vocab_31_11.png",1544479426,"[ ""../static/38/rc_vocab_38_27.png"", ""../static/62/rc_vocab_62_15.png"", ""../static/72/rc_vocab_72_47.png"", ""../static/31/rc_vocab_31_11.png"" ]","../static/31/rc_vocab_31_11.png","Quiz","Submit",6,5,"../static/31/rc_vocab_31_10.png",3
6,"None",1544479427,"[ ""../static/7/rc_vocab_7_1.png"", ""../static/64/rc_vocab_64_59.png"", ""../static/31/rc_vocab_31_1.png"", ""../static/68/rc_vocab_68_3.png"" ]","../static/31/rc_vocab_31_1.png","Quiz","Next",6,6,"../static/31/rc_vocab_31_0.png","None"
6,"../static/31/rc_vocab_31_1.png",1544479436,"[ ""../static/7/rc_vocab_7_1.png"", ""../static/64/rc_vocab_64_59.png"", ""../static/31/rc_vocab_31_1.png"", ""../static/68/rc_vocab_68_3.png"" ]","../static/31/rc_vocab_31_1.png","Quiz","Submit",7,6,"../static/31/rc_vocab_31_0.png",2
7,"None",1544479439,"[ ""../static/26/rc_vocab_26_1.png"", ""../static/62/rc_vocab_62_43.png"", ""../static/21/rc_vocab_21_11.png"", ""../static/31/rc_vocab_31_3.png"" ]","../static/31/rc_vocab_31_3.png","Quiz","Next",7,7,"../static/31/rc_vocab_31_2.png","None"
8,"None",1544479458,"[ ""../static/26/rc_vocab_26_1.png"", ""../static/62/rc_vocab_62_43.png"", ""../static/21/rc_vocab_21_11.png"", ""../static/31/rc_vocab_31_3.png"" ]","../static/31/rc_vocab_31_3.png","Quiz","Main Menu",8,7,"../static/31/rc_vocab_31_2.png","None"
0,"../static/50/rc_vocab_50_21.png",1546464333,"[ ""../static/31/rc_vocab_31_7.png"", ""../static/50/rc_vocab_50_21.png"", ""../static/8/rc_vocab_8_1.png"", ""../static//rc_vocab__25.png"" ]","../static//rc_vocab__25.png","Quiz","Submit",0,0,"../static//rc_vocab__24.png",1
0,"../static/31/rc_vocab_31_7.png",1546464335,"[ ""../static/31/rc_vocab_31_7.png"", ""../static/50/rc_vocab_50_21.png"", ""../static/8/rc_vocab_8_1.png"", ""../static//rc_vocab__25.png"" ]","../static//rc_vocab__25.png","Quiz","Submit",0,0,"../static//rc_vocab__24.png",0
0,"../static/8/rc_vocab_8_1.png",1546464338,"[ ""../static/31/rc_vocab_31_7.png"", ""../static/50/rc_vocab_50_21.png"", ""../static/8/rc_vocab_8_1.png"", ""../static//rc_vocab__25.png"" ]","../static//rc_vocab__25.png","Quiz","Submit",0,0,"../static//rc_vocab__24.png",2
0,"../static/8/rc_vocab_8_1.png",1546464341,"[ ""../static/31/rc_vocab_31_7.png"", ""../static/50/rc_vocab_50_21.png"", ""../static/8/rc_vocab_8_1.png"", ""../static//rc_vocab__25.png"" ]","../static//rc_vocab__25.png","Quiz","Submit",0,0,"../static//rc_vocab__24.png",2
0,"../static//rc_vocab__25.png",1546464343,"[ ""../static/31/rc_vocab_31_7.png"", ""../static/50/rc_vocab_50_21.png"", ""../static/8/rc_vocab_8_1.png"", ""../static//rc_vocab__25.png"" ]","../static//rc_vocab__25.png","Quiz","Submit",0,0,"../static//rc_vocab__24.png",3
1,"None",1546464345,"[ ""../static/47/rc_vocab_47_25.png"", ""../static/43/rc_vocab_43_15.png"", ""../static//rc_vocab__131.png"", ""../static/9/rc_vocab_9_67.png"" ]","../static//rc_vocab__131.png","Quiz","Next",0,1,"../static//rc_vocab__130.png","None"
1,"../static//rc_vocab__131.png",1546464348,"[ ""../static/47/rc_vocab_47_25.png"", ""../static/43/rc_vocab_43_15.png"", ""../static//rc_vocab__131.png"", ""../static/9/rc_vocab_9_67.png"" ]","../static//rc_vocab__131.png","Quiz","Submit",1,1,"../static//rc_vocab__130.png",2
2,"None",1546464350,"[ ""../static/51/rc_vocab_51_9.png"", ""../static//rc_vocab__41.png"", ""../static/56/rc_vocab_56_11.png"", ""../static/11/rc_vocab_11_23.png"" ]","../static//rc_vocab__41.png","Quiz","Next",1,2,"../static//rc_vocab__40.png","None"
2,"../static//rc_vocab__41.png",1546464355,"[ ""../static/51/rc_vocab_51_9.png"", ""../static//rc_vocab__41.png"", ""../static/56/rc_vocab_56_11.png"", ""../static/11/rc_vocab_11_23.png"" ]","../static//rc_vocab__41.png","Quiz","Submit",2,2,"../static//rc_vocab__40.png",1
3,"None",1546464356,"[ ""../static/29/rc_vocab_29_19.png"", ""../static/46/rc_vocab_46_39.png"", ""../static//rc_vocab__47.png"", ""../static/28/rc_vocab_28_21.png"" ]","../static//rc_vocab__47.png","Quiz","Next",2,3,"../static//rc_vocab__46.png","None"
3,"../static//rc_vocab__47.png",1546464361,"[ ""../static/29/rc_vocab_29_19.png"", ""../static/46/rc_vocab_46_39.png"", ""../static//rc_vocab__47.png"", ""../static/28/rc_vocab_28_21.png"" ]","../static//rc_vocab__47.png","Quiz","Submit",3,3,"../static//rc_vocab__46.png",2
4,"None",1546464362,"[ ""../static//rc_vocab__145.png"", ""../static/70/rc_vocab_70_11.png"", ""../static/30/rc_vocab_30_27.png"", ""../static/28/rc_vocab_28_1.png"" ]","../static//rc_vocab__145.png","Quiz","Next",3,4,"../static//rc_vocab__144.png","None"
4,"../static//rc_vocab__145.png",1546464365,"[ ""../static//rc_vocab__145.png"", ""../static/70/rc_vocab_70_11.png"", ""../static/30/rc_vocab_30_27.png"", ""../static/28/rc_vocab_28_1.png"" ]","../static//rc_vocab__145.png","Quiz","Submit",4,4,"../static//rc_vocab__144.png",0
5,"None",1546464366,"[ ""../static/19/rc_vocab_19_31.png"", ""../static//rc_vocab__27.png"", ""../static/47/rc_vocab_47_29.png"", ""../static/21/rc_vocab_21_19.png"" ]","../static//rc_vocab__27.png","Quiz","Next",4,5,"../static//rc_vocab__26.png","None"
5,"None",1546464370,"[ ""../static/19/rc_vocab_19_31.png"", ""../static//rc_vocab__27.png"", ""../static/47/rc_vocab_47_29.png"", ""../static/21/rc_vocab_21_19.png"" ]","../static//rc_vocab__27.png","Quiz","Main Menu",4,5,"../static//rc_vocab__26.png","None"
0,"../static/34/rc_vocab_34_21.png",1546464386,"[ ""../static/30/rc_vocab_30_21.png"", ""../static/27/rc_vocab_27_17.png"", ""../static/54/rc_vocab_54_7.png"", ""../static/34/rc_vocab_34_21.png"" ]","../static/34/rc_vocab_34_21.png","Quiz","Submit",1,0,"../static/34/rc_vocab_34_20.png",3
1,"None",1546464387,"[ ""../static/35/rc_vocab_35_9.png"", ""../static/61/rc_vocab_61_25.png"", ""../static/34/rc_vocab_34_17.png"", ""../static/59/rc_vocab_59_21.png"" ]","../static/34/rc_vocab_34_17.png","Quiz","Next",1,1,"../static/34/rc_vocab_34_16.png","None"
1,"../static/34/rc_vocab_34_17.png",1546464394,"[ ""../static/35/rc_vocab_35_9.png"", ""../static/61/rc_vocab_61_25.png"", ""../static/34/rc_vocab_34_17.png"", ""../static/59/rc_vocab_59_21.png"" ]","../static/34/rc_vocab_34_17.png","Quiz","Submit",2,1,"../static/34/rc_vocab_34_16.png",2
2,"None",1546464415,"[ ""../static/53/rc_vocab_53_11.png"", ""../static/9/rc_vocab_9_7.png"", ""../static/34/rc_vocab_34_33.png"", ""../static/46/rc_vocab_46_31.png"" ]","../static/34/rc_vocab_34_33.png","Quiz","Next",2,2,"../static/34/rc_vocab_34_32.png","None"
2,"../static/34/rc_vocab_34_33.png",1546464422,"[ ""../static/53/rc_vocab_53_11.png"", ""../static/9/rc_vocab_9_7.png"", ""../static/34/rc_vocab_34_33.png"", ""../static/46/rc_vocab_46_31.png"" ]","../static/34/rc_vocab_34_33.png","Quiz","Submit",3,2,"../static/34/rc_vocab_34_32.png",2
3,"None",1546464423,"[ ""../static/34/rc_vocab_34_1.png"", ""../static/14/rc_vocab_14_15.png"", ""../static/71/rc_vocab_71_11.png"", ""../static/18/rc_vocab_18_25.png"" ]","../static/34/rc_vocab_34_1.png","Quiz","Next",3,3,"../static/34/rc_vocab_34_0.png","None"
3,"../static/34/rc_vocab_34_1.png",1546464430,"[ ""../static/34/rc_vocab_34_1.png"", ""../static/14/rc_vocab_14_15.png"", ""../static/71/rc_vocab_71_11.png"", ""../static/18/rc_vocab_18_25.png"" ]","../static/34/rc_vocab_34_1.png","Quiz","Submit",4,3,"../static/34/rc_vocab_34_0.png",0
4,"None",1546464431,"[ ""../static/34/rc_vocab_34_11.png"", ""../static/69/rc_vocab_69_25.png"", ""../static/53/rc_vocab_53_3.png"", ""../static/35/rc_vocab_35_53.png"" ]","../static/34/rc_vocab_34_11.png","Quiz","Next",4,4,"../static/34/rc_vocab_34_10.png","None"
4,"../static/34/rc_vocab_34_11.png",1546464439,"[ ""../static/34/rc_vocab_34_11.png"", ""../static/69/rc_vocab_69_25.png"", ""../static/53/rc_vocab_53_3.png"", ""../static/35/rc_vocab_35_53.png"" ]","../static/34/rc_vocab_34_11.png","Quiz","Submit",5,4,"../static/34/rc_vocab_34_10.png",0
5,"None",1546464441,"[ ""../static/37/rc_vocab_37_79.png"", ""../static/34/rc_vocab_34_3.png"", ""../static/47/rc_vocab_47_9.png"", ""../static/14/rc_vocab_14_45.png"" ]","../static/34/rc_vocab_34_3.png","Quiz","Next",5,5,"../static/34/rc_vocab_34_2.png","None"
5,"../static/34/rc_vocab_34_3.png",1546464450,"[ ""../static/37/rc_vocab_37_79.png"", ""../static/34/rc_vocab_34_3.png"", ""../static/47/rc_vocab_47_9.png"", ""../static/14/rc_vocab_14_45.png"" ]","../static/34/rc_vocab_34_3.png","Quiz","Submit",6,5,"../static/34/rc_vocab_34_2.png",1
6,"None",1546464455,"[ ""../static/35/rc_vocab_35_17.png"", ""../static/34/rc_vocab_34_35.png"", ""../static/20/rc_vocab_20_5.png"", ""../static/57/rc_vocab_57_1.png"" ]","../static/34/rc_vocab_34_35.png","Quiz","Next",6,6,"../static/34/rc_vocab_34_34.png","None"
6,"../static/34/rc_vocab_34_35.png",1546464466,"[ ""../static/35/rc_vocab_35_17.png"", ""../static/34/rc_vocab_34_35.png"", ""../static/20/rc_vocab_20_5.png"", ""../static/57/rc_vocab_57_1.png"" ]","../static/34/rc_vocab_34_35.png","Quiz","Submit",7,6,"../static/34/rc_vocab_34_34.png",1
7,"None",1546464468,"[ ""../static/43/rc_vocab_43_51.png"", ""../static/6/rc_vocab_6_1.png"", ""../static/42/rc_vocab_42_5.png"", ""../static/34/rc_vocab_34_29.png"" ]","../static/34/rc_vocab_34_29.png","Quiz","Next",7,7,"../static/34/rc_vocab_34_28.png","None"
7,"../static/34/rc_vocab_34_29.png",1546464478,"[ ""../static/43/rc_vocab_43_51.png"", ""../static/6/rc_vocab_6_1.png"", ""../static/42/rc_vocab_42_5.png"", ""../static/34/rc_vocab_34_29.png"" ]","../static/34/rc_vocab_34_29.png","Quiz","Submit",8,7,"../static/34/rc_vocab_34_28.png",3
8,"None",1546464483,"[ ""../static/17/rc_vocab_17_17.png"", ""../static/74/rc_vocab_74_89.png"", ""../static/29/rc_vocab_29_9.png"", ""../static/34/rc_vocab_34_23.png"" ]","../static/34/rc_vocab_34_23.png","Quiz","Next",8,8,"../static/34/rc_vocab_34_22.png","None"
8,"../static/34/rc_vocab_34_23.png",1546464502,"[ ""../static/17/rc_vocab_17_17.png"", ""../static/74/rc_vocab_74_89.png"", ""../static/29/rc_vocab_29_9.png"", ""../static/34/rc_vocab_34_23.png"" ]","../static/34/rc_vocab_34_23.png","Quiz","Submit",9,8,"../static/34/rc_vocab_34_22.png",3
9,"None",1546464503,"[ ""../static/60/rc_vocab_60_85.png"", ""../static/50/rc_vocab_50_9.png"", ""../static/34/rc_vocab_34_15.png"", ""../static/71/rc_vocab_71_23.png"" ]","../static/34/rc_vocab_34_15.png","Quiz","Next",9,9,"../static/34/rc_vocab_34_14.png","None"
9,"../static/34/rc_vocab_34_15.png",1546464513,"[ ""../static/60/rc_vocab_60_85.png"", ""../static/50/rc_vocab_50_9.png"", ""../static/34/rc_vocab_34_15.png"", ""../static/71/rc_vocab_71_23.png"" ]","../static/34/rc_vocab_34_15.png","Quiz","Submit",10,9,"../static/34/rc_vocab_34_14.png",2
9,"../static/34/rc_vocab_34_15.png",1546464513,"[ ""../static/60/rc_vocab_60_85.png"", ""../static/50/rc_vocab_50_9.png"", ""../static/34/rc_vocab_34_15.png"", ""../static/71/rc_vocab_71_23.png"" ]","../static/34/rc_vocab_34_15.png","Quiz","Submit",10,9,"../static/34/rc_vocab_34_14.png",2
